B.subtilis,E.coli,S.aureus,S.enterica,V.harvey_1,V.harvey_2
0.001627006399670491,2.3710383139070395e-06,0.0009313081128378719,0.001672601931601283,0.0013012662588946134,0.0011040788060642623
0.001121758795404242,2.3455193573412445e-05,0.0018838642350581338,0.0010376951041136142,0.0017359902905586303,0.0009913201558452518
0.0010568619373971806,0.0016086288613048085,0.002221286959067239,0.0007791658286963472,0.0021977505603042098,9.192236625937773e-05
0.0014217330010084755,0.0026346991901638754,0.003990259726536599,0.001927597280463028,0.00011133253525589451,0.003206767313158484
0.0009976764016039234,1.0152817776569098e-05,0.0015376564986587765,0.0012554312675639625,0.0014154848001284035,0.002766234702313928
0.0009392792735113145,6.034818869797172e-08,0.0012002923223225098,0.000378297987637853,0.0005715019491235505,0.0011211516880195837
0.0014373031223375878,2.5549310737077995e-05,0.0013714509228475646,0.0014435251613402385,0.0017426217360972291,0.0014197852378786506
0.0018901218525242706,0.00208950080886436,0.002999565045479244,0.002554384717610707,0.001992827154580437,0.002905345412181963
0.003546204627565933,0.003151959661918495,0.0023856817447978854,0.0029005704966479635,0.0033077707383201683,1.0735752819128243e-05
0.0020624069818700134,0.0003958395271664097,0.002339324147603038,0.001532474918334671,0.0023484740557510567,0.00423635878167018
0.0014547126052498426,0.0017766341552065143,0.0025397793627467287,0.0025476790429865754,1.0135615787401064e-06,0.002187777198570066
0.0012684270882738387,5.449169053213103e-07,0.0025958814160248343,0.0006825919819552852,0.0011722661816558214,0.0018869989056054422
0.0010356059614052694,8.684192598171048e-05,0.0006912916682586261,0.0011341864968249943,0.0008617617818690422,0.0015856536901384976
0.0009989503202452728,0.001153915970104689,0.0020673113191241443,0.0014662060714488749,0.0012398508333656885,3.4770530230641505e-06
0.001767614519883675,0.002032441187835299,0.0011561168446309817,0.002018948927022978,0.0014451759744269976,0.002658949045671885
0.0014255660395863388,0.002970751395625598,0.0022283681147425385,0.001596674341822086,6.8685495011796195e-06,0.0012951350019847691
0.0014892758633155525,0.002151611383934684,0.0021897049741551513,0.0022391538778203978,0.002058240353485403,0.0037511720681834204
0.000804243710127478,4.0631269315136975e-05,0.001547782091805269,0.000844210359729936,0.0015817961951563905,0.001446259527624193
0.000570427758358931,0.002009912372937054,0.0017270683063156914,0.0010492904979204,1.3460902968976027e-07,0.0011191233313043434
0.002486638385516783,0.00023799641477354087,0.0010540532837002006,0.0008572081713904976,0.0007468060045004166,0.0019222646999860942
0.0009516708730239948,7.284657169184529e-07,0.0022111740454776774,0.001133505940707896,0.0023064589307221716,0.001232993562961059
0.0025274273635209044,0.001544605863069875,0.0020417384081040896,0.0011779155096898904,0.0023402499871678544,0.0034086169107775447
0.001637793580886472,0.0014512975076499245,0.002138066596834597,0.0018635895868425885,0.0016487312047584921,0.0007189501897527442
0.0023029247481240957,0.002850979663408003,0.0019679220366350665,0.0022854516490598198,0.0003525818283558378,0.002208700633157293
0.0024455589107113805,0.0016034230850351654,0.0022325564456058826,0.0015777503190743658,0.0031672688428489057,1.4390450853769255e-05
0.001962789658516585,0.0021958611443798487,0.001544988278677239,0.0011149637456063662,0.0029467009213552343,5.101918548251773e-05
0.0016821104644637323,0.002662896488275316,0.0030564797435609684,0.0009259725205385794,0.00016344861329072955,0.0022269550345327873
0.0018920457875521149,0.0018202286062389075,0.001966169579789399,0.0012938381016732072,0.0013823960272627979,1.0089463434766933e-07
0.0021531033227612587,0.0016950862160975805,0.0014313091175875631,0.0021332167532730614,0.003281778146329763,0.0003557300529807029
0.0009884699738456134,1.2810290451798093e-05,0.00168947575179845,0.00159178290406887,0.0019251686250133504,0.0037799926839352997
0.0014792290519927617,8.427276636067121e-05,0.0013439665679137274,0.0030715858034537284,0.002253875120680665,0.004243795933505075
0.002028955328940676,0.0010308174524478382,0.001528925571678066,0.0014108108988946664,0.002477169655642116,0.005424813829151689
0.0012739540426667197,0.0011984367272904056,0.0009753660620372255,0.0015562898889266694,4.061147272308245e-07,0.0025176584186772763
0.001205004423885008,4.572313689334249e-05,0.002906624622459379,0.0016633365853209504,0.0023638927929118445,0.003096887663328065
0.001397066228649975,0.000595745032840496,0.0028334167379458486,0.0027747552583884103,0.00014225025221819895,0.003120664877399828
0.001925428856248275,0.0009432287859450614,0.0017348383450455176,0.0018734431450642421,0.00014993229066013168,0.003738918700648985
0.0023124727940527132,2.7563693377320313e-06,0.0016896997975921245,0.0019662070372425504,0.0026427668573424253,0.0011482859412148252
0.0017641862824529513,0.0019664404049779117,0.001604174725060663,0.0005830886061594353,4.505721797558517e-05,0.0011351557583283683
0.0011727304362368698,0.0011929503345908701,0.0016799495548393646,0.0012666383944550557,0.002893176708562945,2.945030579113594e-07
0.0009810466771920157,0.0010910612163805946,0.0013566003558981156,0.0018094955977274235,2.909778410865877e-06,0.0022791268385260054
0.0012386283202320029,3.3436972931643145e-05,0.001948698459658341,0.0008951206131607441,0.0009322998047363739,0.0012134681309435497
0.0008098234917324298,0.0013775318776687163,0.0017312648253353237,0.002560382759291221,7.338795330685822e-05,0.0004936992911788422
0.002247852804142975,0.001673831644969267,0.0021783752490747966,0.0006396996625258586,0.001294617483683175,0.0010495522901171222
0.0015125560128355297,0.00030285863639511275,0.0019803300407480007,0.0018768949575037521,0.0016919981336084367,0.0027760392634185167
0.001401982438645371,0.0026724015062128273,0.002961821664543398,0.0017737445576970917,0.00658248589339305,3.8680284166825374e-05
0.0013707927088021407,0.0018030567627223078,0.00035260032964592997,0.0016869583710200195,0.0004689324347903614,0.0024852990015599443
0.0016990647365661034,0.0024646524987471585,0.002221567609708733,0.002692487977757222,0.00024563968678522924,0.0018898934131252373
0.0026452637967402694,0.0033108020584973665,0.002071711038136531,0.0012762029933655794,0.002377800848031845,0.002222087854971245
0.0022895986707149488,0.0014250117659945682,0.0014567893263285185,0.0009368424518865528,8.200950647381235e-06,0.0024742949759710853
0.001744155769528609,0.0002463232930970251,0.0014013608330053953,0.0013275010736385543,0.002739810382701534,0.003082988276563025
0.002208239322474671,1.4373096828249031e-06,0.0019652738713467747,0.0016744518084725356,0.0023013607916089604,0.003920795054417625
0.001866647713995971,4.459101407756237e-07,0.0004003877488546775,0.0014301288845715852,0.0019839029869786907,0.0013253980265515372
0.0010257227230397222,7.552243330858107e-08,0.0011538943416663856,0.0011799878055362915,0.0014980313449041785,0.0013411751073718829
0.002500619736074119,0.00031610774912507706,0.0022929549553697827,0.0021785392689002547,0.002252979464459776,0.004532709698124751
0.0014448721026203836,0.0028695561351060614,0.0031430982045828576,0.0015245726231932245,0.0022894058438677235,2.2277371189820085e-06
0.00313496971518866,0.00033628845032862705,0.0007600806549790113,0.001589084048196563,0.0015811707268128677,0.001662520106295336
0.0028793488290924387,1.1677629100787972e-05,0.0009455227816982358,0.0022790762779975587,0.0025205879517960156,0.0019417573890457046
