epoch,accuracy,loss,val_accuracy,val_loss
0,0.9378686547279358,0.15025603771209717,0.9693248271942139,0.08370712399482727
1,0.9780858159065247,0.06186790391802788,0.9821823239326477,0.05145261436700821
2,0.9864426255226135,0.04037919640541077,0.9842273592948914,0.05103113874793053
3,0.9903216361999512,0.02983342483639717,0.9896419048309326,0.03251121938228607
4,0.9924160242080688,0.02366575598716736,0.9906505942344666,0.030004335567355156
5,0.9938545227050781,0.0192947406321764,0.9913654923439026,0.028616968542337418
6,0.9948424696922302,0.01613030955195427,0.9919474124908447,0.02692326344549656
7,0.995602548122406,0.013756788335740566,0.992673397064209,0.026566511020064354
8,0.9961928725242615,0.01184893399477005,0.9930558204650879,0.024039147421717644
9,0.9966805577278137,0.01023316103965044,0.9930835366249084,0.025455281138420105
10,0.9970381259918213,0.008974796161055565,0.9931888580322266,0.025238603353500366
11,0.997355580329895,0.007962814532220364,0.9934271574020386,0.025467216968536377
12,0.9975889921188354,0.00719794537872076,0.9934991598129272,0.025246616452932358
13,0.9978253841400146,0.0064680627547204494,0.9936100244522095,0.027496719732880592
14,0.9980105757713318,0.005803711712360382,0.9936543703079224,0.026157058775424957
15,0.9981858730316162,0.005340558476746082,0.9939370155334473,0.027175212278962135
16,0.9982921481132507,0.0049768295139074326,0.9940533638000488,0.02665034495294094
17,0.9983967542648315,0.00465380446985364,0.9938483238220215,0.02867203764617443
18,0.9984941482543945,0.004370635375380516,0.993975818157196,0.026885222643613815
19,0.9985767006874084,0.00408983463421464,0.9945189356803894,0.02771558053791523
20,0.9986744523048401,0.0038666219916194677,0.9943360090255737,0.027903886511921883
21,0.9987289309501648,0.0036629713140428066,0.9942640066146851,0.0278049036860466
22,0.9988096952438354,0.0034921145997941494,0.9941864013671875,0.028655046597123146
23,0.9988493919372559,0.003369690850377083,0.9943748116493225,0.029114263132214546
24,0.9989064335823059,0.0031610752921551466,0.994685173034668,0.029095007106661797
25,0.9989387392997742,0.0030786627903580666,0.9944025278091431,0.02532275579869747
26,0.9989990592002869,0.0029641215223819017,0.994308352470398,0.02876387909054756
27,0.9990113973617554,0.0028512931894510984,0.9944524168968201,0.028921877965331078
28,0.9990571141242981,0.0027389575261622667,0.9944025278091431,0.033187877386808395
