B.subtilis,E.coli,S.aureus,S.enterica,V.harvey_1,V.harvey_2
0.0008784796,0.4428241,0.0061022365,0.5211538,0.025848735,0.7733784
3.1308935e-09,1.0,5.7879293e-13,0.00049834396,0.0007391378,0.0022737072
4.4150866e-06,4.0248884e-05,0.00020862055,0.0015927175,0.0038274731,0.019885816
8.048164e-14,8.777452e-07,2.6511557e-13,5.69368e-06,0.00205897,0.0039508054
6.007017e-07,1.0,2.9733208e-08,0.0002517627,0.0034162304,0.12038857
0.05516037,1.0,0.0005611596,0.033570185,0.0011810637,0.0002263396
9.1635e-13,0.00019661634,4.3853556e-09,2.1068656e-05,0.01565804,0.898356
1.8329758e-13,1.1532246e-09,3.3035887e-11,5.8770945e-07,0.009833129,0.019830283
0.0010610194,0.01738666,0.000800545,0.0010214604,0.0048443587,1.0
7.267892e-13,6.950944e-05,6.754699e-11,2.0086965e-07,0.0030370047,0.0010470429
2.3804341e-07,0.005218046,8.0434766e-08,0.019865822,1.0,0.00010451936
1.5705094e-09,1.0,0.0080053415,0.000116241674,0.008274923,0.0012616268
1.5816055e-05,1.0,1.9457068e-10,0.00057962554,0.0015981855,0.033861425
3.93153e-10,0.00081796787,1.3725059e-09,0.013837075,0.002214191,1.0
1.1062724e-07,8.0048456e-05,0.0002022999,0.0036706477,1.0,0.34910297
3.7886475e-06,0.0058627226,0.0021311976,4.2643358e-05,0.9999999,0.0066364026
0.00010804586,0.004334028,0.00011022455,0.00883593,0.17837739,0.68605065
3.7138918e-07,0.9999989,6.711592e-05,0.0039727944,0.018778937,0.0022211075
4.841316e-15,0.00026209932,9.369451e-13,8.183572e-08,1.0,0.05938183
2.585914e-07,0.0003633709,5.21805e-06,0.0021251622,0.44887662,0.021386879
6.1913604e-05,1.0,0.0015788332,0.008711907,0.0034079219,0.007517818
0.00012727643,0.0013073905,0.0033041255,0.00054861646,0.017491888,7.004676e-05
1.7240546e-09,0.025931606,4.1484192e-08,5.1685325e-05,0.48940995,1.0
1.3516653e-05,0.02391613,3.149406e-07,0.00016424761,0.9999999,0.00077651645
6.265052e-06,0.034429003,0.00034920932,0.00086557836,0.26037845,1.0
0.00014810711,0.98567176,0.00012796608,0.0040334486,0.3537628,0.20806913
1.1386745e-09,1.2628871e-11,2.1838293e-08,1.47562e-07,0.9999999,0.0020286099
6.5390976e-13,0.009073553,1.0209004e-06,0.0008412668,0.004550229,1.0
2.2761311e-08,0.0019952548,4.5159677e-08,7.301166e-05,0.048529766,0.9247007
1.0902311e-07,1.0,0.001120611,0.00043907107,0.0040134047,0.2333123
5.880604e-08,1.0,3.0935248e-06,0.6798193,0.0673972,0.013389152
1.3152215e-09,0.6961465,1.4798982e-08,2.3566072e-06,0.01138295,0.01855984
2.1792898e-08,0.024854472,1.2100984e-09,0.00087775005,1.0,0.0031394272
0.00013463886,0.9440585,0.0024673622,0.00067270314,0.0137605565,4.86941e-05
3.2370678e-10,0.0002745523,9.079992e-12,1.0908592e-07,0.99681073,0.05456234
8.817046e-08,0.002485223,4.1318035e-06,8.103577e-05,0.0012122847,0.005760708
0.0036273717,1.0,1.7446214e-06,2.2028506e-05,0.040998634,0.00865967
5.215639e-07,0.19189918,1.1170217e-05,1.7468641e-05,0.9979407,0.19836096
6.6846076e-07,0.0014449614,1.5181222e-05,0.00018397077,0.003975208,1.0
3.5001886e-08,0.00017130867,0.00017948243,0.0010341519,1.0,0.0035221463
2.062028e-15,1.0,3.9750216e-14,6.0118423e-06,0.022644656,0.0070222216
2.6613294e-09,1.6561056e-05,9.5195054e-07,1.1772979e-06,1.0,0.061025683
8.7383865e-13,0.0002561136,4.653418e-05,5.9713585e-07,0.018336233,0.42796287
0.00012811943,0.028733674,1.2054495e-13,2.9254767e-05,0.002261227,0.0007757876
2.5754186e-12,0.00374295,8.588557e-11,4.398126e-06,0.0026095405,1.0
3.074122e-05,4.6788886e-05,0.00024805905,0.00012209853,0.9999995,0.0015624795
6.585267e-10,0.0034849325,1.5502063e-09,0.00028425304,0.99999976,0.03817751
1.1036144e-05,0.000100084144,2.4388467e-07,3.7922227e-06,0.99972755,0.0069891596
2.7079517e-12,0.0023640404,4.0300123e-09,0.001545827,1.0,0.008359094
2.0032797e-12,0.0022212458,2.9261631e-08,4.6571648e-05,0.011878547,0.0036488771
6.84199e-11,0.8093068,1.4243488e-10,1.2509854e-05,0.02871171,0.035442807
8.807225e-05,1.0,0.00042682304,0.029997736,0.20682116,0.20535892
5.9173226e-07,1.0,0.0027977538,0.00053118076,0.0017209599,0.00074550527
0.00038745155,0.99912304,1.9231073e-05,0.00030525314,0.0041546775,0.11508582
0.0009405549,0.001389927,3.292058e-05,2.2677908e-05,0.01251525,1.0
0.0001333554,0.00040214293,5.4195307e-06,5.3091022e-05,0.003255258,0.034969952
0.00017174029,1.0,0.0050923284,0.015973814,0.0064002513,0.0011087666
6.710862e-05,0.0048209084,1.701025e-07,2.7130525e-05,1.0,0.0101072425
3.1793383e-12,0.0038056711,2.1365822e-10,0.006527497,0.009552467,0.025721041
4.392333e-11,0.00044134632,2.3251605e-05,4.9757205e-07,0.118203506,0.072472945
3.192114e-21,2.0562352e-07,5.450079e-13,4.921063e-08,1.0,0.02913955
1.7434174e-15,2.231549e-08,7.839099e-15,8.356689e-11,0.43702784,0.003872491
4.253923e-15,3.0805592e-14,8.61029e-15,5.734692e-08,7.7461124e-07,1.6666036e-05
2.8296867e-09,0.9999999,0.00032987335,0.00061726564,0.008113661,0.0050775236
0.00012384416,0.9890553,0.00035862086,0.000392011,0.08171718,0.0040625827
2.897762e-10,0.0006073635,2.4795274e-05,6.505688e-05,0.005856895,1.0
1.4779418e-10,0.16014971,3.530015e-09,0.0007699533,0.054541215,0.9952928
1.3905901e-13,2.0253056e-08,1.8853274e-12,6.257955e-05,1.0,8.4787665e-05
1.7301364e-12,0.0035705043,5.341751e-09,1.6765269e-05,0.0008610524,1.0
1.7855709e-12,1.0,3.0260748e-07,7.923025e-06,0.7495343,0.0040338202
6.516244e-11,0.9999999,1.9932346e-05,0.0018372778,0.025255276,0.0053271344
4.5862003e-12,1.0,1.3780001e-06,4.4071105e-05,0.0062511656,0.0010501588
4.5868787e-10,0.0001969736,6.583098e-09,6.763979e-08,0.0011750226,0.0008182532
7.090514e-14,1.0,1.1837703e-12,3.4623443e-10,0.0025448243,0.00027067418
2.906382e-09,0.0010035493,0.00086283876,1.3241247e-05,0.007133648,1.0
1.8163719e-09,0.0006151393,2.9389238e-14,0.00033519222,0.003756761,0.27746224
0.0028222988,1.0,1.15882085e-05,0.011850055,0.01588186,1.8863522e-05
0.0010152777,0.08542045,0.0096638575,0.12096426,0.5770614,2.7244503e-05
1.2815141e-09,0.20044288,1.26477655e-08,0.021883763,0.9999753,0.011389799
3.9279885e-06,0.012772848,0.0014682261,0.12247619,0.0009894421,0.0295505
1.4421367e-10,1.0,1.234203e-07,0.00030030412,0.006496125,0.044941917
7.875153e-08,0.001976677,2.3182777e-06,0.0053412314,1.0,0.008253373
1.000387e-08,1.1901936e-05,5.5852254e-08,5.3005126e-05,1.0,0.005572453
2.932507e-14,2.6845794e-07,3.7894652e-13,1.2961214e-05,0.004823785,0.00023956738
9.542265e-05,0.0011073543,0.00013338363,0.0016471674,1.0,0.0076826843
4.0995437e-05,6.423477e-05,1.2037074e-05,1.8468887e-05,0.0016811426,0.008022839
